position,raw_time,raw_name
1,39:35,Adam Hickey
2,39:44,Andy Coley-Maud
3,40:01,John Gilbert
4,40:10,Peter Huck
5,40:19,Christopher Olley
6,40:20,Oliver Fox
7,40:23,Lewis Lloyd
8,40:27,Carl Avery
9,40:38,William Christofi
10,40:46,Tom Austin
11,40:48,Calum Johnson
12,40:51,Daniel Hallam
13,40:53,Richard Allen
14,40:58,George Duggan
15,41:08,Ellis Cross
16,41:12,Jack Millar
17,41:14,Jack Gray
18,41:20,Ben Cole
19,41:24,Alastair Watson
20,41:26,George Gathercole
21,41:29,Edward Shepherd
22,41:30,Jamie Knapp
23,41:33,Andy Greenleaf
24,41:33,Ash Harrell
25,41:35,Murray Strain
26,41:38,Robbie Farnham-Rose
27,41:41,Robert Warner
28,41:43,Dean Lacy
29,41:45,Jayme Rossiter
30,41:49,Richard Burney
31,41:50,Lloyd Kempson
32,41:51,Jaimie Roden
33,41:54,Maximilian Nicholls
34,41:55,Chris Perham
35,41:57,Ryan Driscoll
36,42:02,Joshua Woodcock-Shaw
37,42:04,Charlie Joslin-Allen
38,42:04,James Douglas
39,42:05,Alexander Leprêtre
40,42:07,Chris Rainsford
41,42:10,Nick Swinburn
42,42:11,Matthew Sheen
43,42:12,Lewis Timmins
44,42:13,Macgregor Cox
45,42:13,William Ryle-Hodges
46,42:15,Matthew Seddon
47,42:19,Gregory Jayasuriya
48,42:20,Ben Fish
49,42:21,Mark Pearce
50,42:21,Gary Priestley
51,42:25,Carl Hardman
52,42:26,Owain Jones
53,42:28,Jarlath Mckenna
54,42:30,Phillip Crout
55,42:32,Joseph Kilgour
56,42:32,Ben Anderson
57,42:36,Robert Little
58,42:37,Alex Milne
59,42:37,Chris Smith
60,42:42,Chris Livesey
61,42:43,Frederick Slemeck
62,42:43,Graham Rush
63,42:43,Frank Baddick
64,42:43,Andrew Norman
65,42:44,Bertie Houghton
66,42:46,Matthew Grieve
67,42:46,Chris Wright
68,42:47,Andrew Chambers
69,42:47,James Ellis
70,42:50,Josh Carr
71,42:52,Colin High
72,42:54,Nick Buckle
73,42:55,Jonathan Janes
74,42:56,Tom Mower
75,42:57,Andrew Penney
76,43:01,Daniel Kashi
77,43:03,Alan Corlett
78,43:03,Rob Corney
79,43:04,Jamie Bryant
80,43:05,James McCrae
81,43:06,Kevin Moore
82,43:07,Ross Braden
83,43:07,Patrick Roddy
84,43:09,Joe Smith
85,43:09,Ben Toomer
86,43:11,William Ruiz
87,43:12,Dominic Jones
88,43:12,Kieran Reilly
89,43:13,Shaun Dixon
90,43:14,Sam Eglen
91,43:15,Tewelde Menges
92,43:16,Christopher Greenwood
93,43:18,Ben Robinson
94,43:22,George King
95,43:22,Chris Darling
96,43:23,Callum Hanlon
97,43:24,Richard de-Camps
98,43:24,Gareth Raven
99,43:25,Sam Johnson
100,43:25,Norman Shreeve
101,43:25,Tim Raynes
102,43:27,Harry Powell
103,43:27,Jake Waldron
104,43:29,David Rigby
105,43:31,Robel Bahelbi
106,43:35,Steven Fennell
107,43:36,Andrew Watt
108,43:37,Stuart Robinson
109,43:38,Oliver Paulin
110,43:40,Matthew Crehan
111,43:42,Dave Ragan
112,43:43,Mike Burrett
113,43:44,James Hoad
114,43:44,Chris Spinks
115,43:45,Rob Webb
116,43:46,Glen Watts
117,43:47,Callum Rowlinson
118,43:47,Connor Milnes
119,43:49,Tom Jervis
120,43:52,Robert Latala
121,43:52,Tom Beedell
122,43:52,Paskar Owor
123,43:53,James McMullan
124,43:53,Fergal Smithwick
125,43:55,Nicholas Torry
126,43:55,Rob Wilson
127,43:57,William Cork
128,43:58,Jordan Scott
129,43:58,Alex Muir
130,44:00,Ben Heron
131,44:06,Angus Holford
132,44:07,Alex Pointon
133,44:08,Harry Allen
134,44:09,Rick Weston
135,44:11,Ben Harding
136,44:11,Alistair Smith
137,44:11,Tom Aldred
138,44:13,Jonathan Cornish
139,44:14,Michael Salter
140,44:15,Simon Millett
141,44:16,Nick Martin
142,44:18,Finn Johnson
143,44:19,Paul Aste
144,44:23,Simon Fisher
145,44:24,Stephen Garrett
146,44:25,John Franklin
147,44:25,Craig Palmer
148,44:27,Richard Horton
149,44:27,Jonathan Poole
150,44:28,Harry Paton
151,44:29,Peter Brookes
152,44:30,John Birch
153,44:31,Jack Hindle
154,44:32,Dave Morgan
155,44:33,Duncan Coombs
156,44:33,Ben Noad
157,44:34,Dave Norman
158,44:37,Matt Bray
159,44:39,Patrick Hough
160,44:41,Tobias Fletcher
161,44:42,Mark Couldwell
162,44:43,Greg Darbyshire
163,44:43,Paul Miles
164,44:44,Roger Poolman
165,44:44,Nick Bowker
166,44:45,Phil Robertson
167,44:46,Tom Collins
168,44:47,Alexander Davy
169,44:48,Richard Henderson
170,44:49,Jake Richardson
171,44:49,Joe Branch
172,44:49,Michael Towler
173,44:50,Dimosthenis Evangelidis
174,44:51,Philip Sewell
175,44:53,Kurt Taylor
176,44:53,James Tuttle
177,44:54,Daniel Giles
178,44:54,Steven Tuttle
179,44:55,Aidan Johnson
