position,raw_time,raw_name
140,40:36:00,Ross Campbell
141,40:37:00,Simon O'Meara
142,40:38:00,Marc Fenwick
143,40:38:00,Robert Collins
144,40:39:00,Mike Burrett
145,40:40:00,Joseph Kilgour
146,40:40:00,Andrius Jaksevicius
147,40:42:00,Rob Warner
148,40:45:00,Matthew Hallam
149,40:46:00,Rian McCawley
150,40:48:00,Luke Pollard
151,40:50:00,Callum Charleston
152,40:50:00,Finn Johnson
153,40:53:00,Grant Anderson
154,40:53:00,James Ellis
155,40:54:00,James Denne
156,40:56:00,Chris Maher
157,40:59:00,Joseph Turner
158,41:00:00,Ben Heron
159,41:01:00,Dame Dibaba
160,41:01:00,Chris Busaileh
161,41:02:00,Murray Strain
162,41:02:00,Shaun Smith
163,41:02:00,John Birch
164,41:02:00,James Chettle
165,41:03:00,Ed Banks
166,41:04:00,Daniel Steel
167,41:05:00,Stephen Garrett
168,41:06:00,Michael Gilbert
169,41:08:00,Nick Hardy
170,41:08:00,Duncan Coombs
171,41:11:00,Henry Brocklehurst
172,41:12:00,Jordan Bell
173,41:13:00,Stuart King
174,41:15:00,Mike Tanner
175,41:17:00,Simon Millett
176,41:17:00,Danny Kendall
177,41:18:00,Bruce Raeside
178,41:18:00,Phillip Radford
179,41:18:00,Andrew Watt
180,41:18:00,Michael Ellis
181,41:18:00,Graham Jones
182,41:20:00,George Dollner
183,41:21:00,Tom Mahon
184,41:23:00,Ben Harding
185,41:24:00,James McCrae
186,41:26:00,Phil Robertson
187,41:27:00,Joe Read
188,41:27:00,Jordan Middlemist
189,41:27:00,Jonathan Carter
190,41:27:00,Jose Gray
191,41:27:00,Jonathan Dry
192,41:28:00,James Savage
193,41:28:00,Jamie Hall
194,41:28:00,Jack Hindle
195,41:29:00,Alistair Smith
196,41:29:00,Joe Morrow
197,41:29:00,Andrew Inskip
198,41:30:00,Hugh Torry
199,41:31:00,James Edgerton
200,41:32:00,Edward Stockdale
201,41:33:00,Shaun Walton
202,41:34:00,Richard Peters
203,41:35:00,Alberto Beltran
204,41:35:00,James Laing
205,41:36:00,Adam Stacey
206,41:37:00,Andrew Peat
207,41:37:00,Raymond Edgar
208,41:37:00,Matt Lockyer
209,41:38:00,Elliott Smales
210,41:38:00,Oliver Matharu
211,41:39:00,Alex Gibbins
212,41:39:00,Orlando Edwards
213,41:40:00,Matthew Hornsby
214,41:40:00,Nick Buckle
215,41:41:00,Marc Hartley
216,41:42:00,Arron Larkin
217,41:42:00,Charlie Haywood
218,41:43:00,Jordan Weaver
219,41:44:00,Jeff Cunningham
220,41:45:00,Dave Norman
221,41:45:00,Dominic Oliver
222,41:46:00,James McKenzie
223,41:47:00,Richard Burney
224,41:47:00,Ben Riddell
225,41:48:00,Angus Holford
226,41:49:00,Mathew Speed
227,41:49:00,Alex Cameron
228,41:51:00,Alexander Cook
229,41:52:00,Howard Bristow
230,41:52:00,Charles Hardy
231,41:53:00,Aidan Johnson
232,41:54:00,Callum Crawford
233,41:56:00,Oliver Park
234,41:56:00,James Tuttle
235,41:57:00,Richard Webb
236,41:58:00,Greg Cole
237,41:58:00,Ian Salt
238,41:59:00,Nathan Gibson
239,42:00:00,Miles Chandler
240,42:00:00,Joshua Holgate
241,42:03:00,James Taylor
242,42:04:00,Richard Coen
243,42:04:00,Joe Branch
244,42:05:00,Jonathan Laybourn
245,42:06:00,Ken Hunt
246,42:06:00,Daniel Jones
247,42:07:00,Robel Bahelbi
248,42:07:00,Tim Hartley
249,42:07:00,Ben Reynolds
250,42:07:00,Alex Bellew
